tuid,blockId,actionName,objectLogName,selectedShapeIndex,faceSelected,stageShapeIndex,explanationType,isCorrectPrediction,predictedShapeChoiceIndex,trueShapeChoiceIndex,stepActionType,lInd_0_BeforeAi,lInd_1_AfterAi,lInd_2_AfterXai,stat_1_vs_0_cnahged,stat_2_vs_0_cnahged,stat_2_vs_1_cnahged,face_0_BeforeAi,face_1_AfterAi,face_2_AfterXai,param1,param2,param3,param4,date,time
UID_fQ41dE04fP47pK90FA,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429_SubmitRatingBtn,,3,,OS,no,8,7,SubmitConfidenceForShape,2,2,2,false,false,false,3,3,3,OS,,,,19:52:52 04.06.25,1749066772
UID_Ps14Kg70eD49ZP43Wx,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,4,,LLM,no,4,3,SubmitConfidenceForShape,3,3,3,false,false,false,4,4,4,LLM,,,,19:55:51 04.06.25,1749066951
UID_fQ41dE04fP47pK90FA,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,4,,OS,yes,8,8,SubmitConfidenceForShape,8,-,-,true,false,false,4,-,-,OS,,,,19:55:59 04.06.25,1749066959
UID_Ps14Kg70eD49ZP43Wx,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_1229,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_1229_SubmitRatingBtn,,4,,LLM,yes,7,7,SubmitConfidenceForShape,5,7,7,true,true,false,4,4,4,LLM,,,,19:57:07 04.06.25,1749067027
UID_NB30mT87Ki02rP44pa,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,5,,OS,no,7,8,SubmitConfidenceForShape,8,8,8,false,false,false,5,5,5,OS,,,,19:57:31 04.06.25,1749067051
UID_Ps14Kg70eD49ZP43Wx,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_7108,click,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_7108_SubmitRatingBtn,,3,,LLM,no,8,6,SubmitConfidenceForShape,8,-,-,true,false,false,3,-,-,LLM,,,,19:57:44 04.06.25,1749067064
UID_Ps14Kg70eD49ZP43Wx,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,19:57:51 04.06.25,1749067071
UID_Ps14Kg70eD49ZP43Wx,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,19:57:56 04.06.25,1749067076
UID_Ps14Kg70eD49ZP43Wx,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,19:57:59 04.06.25,1749067079
UID_fQ41dE04fP47pK90FA,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_869,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,3,,OS,yes,6,6,SubmitConfidenceForShape,5,5,5,false,false,false,3,3,3,OS,,,,20:01:29 04.06.25,1749067289
UID_NB30mT87Ki02rP44pa,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,3,,OS,yes,8,8,SubmitConfidenceForShape,2,8,8,true,true,false,1,3,3,OS,,,,20:02:10 04.06.25,1749067330
UID_fQ41dE04fP47pK90FA,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,3,,OS,yes,2,2,SubmitConfidenceForShape,3,3,3,false,false,false,3,3,3,OS,,,,20:04:00 04.06.25,1749067440
UID_NB30mT87Ki02rP44pa,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739_SubmitRatingBtn,,4,,OS,no,4,2,SubmitConfidenceForShape,2,2,2,false,false,false,4,4,4,OS,,,,20:05:41 04.06.25,1749067541
UID_NB30mT87Ki02rP44pa,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,20:05:50 04.06.25,1749067550
UID_NB30mT87Ki02rP44pa,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,20:05:54 04.06.25,1749067554
UID_NB30mT87Ki02rP44pa,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,20:05:59 04.06.25,1749067559
UID_fQ41dE04fP47pK90FA,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739_SubmitRatingBtn,,3,,OS,no,4,2,SubmitConfidenceForShape,2,2,2,false,false,false,4,3,3,OS,,,,20:07:03 04.06.25,1749067623
UID_fQ41dE04fP47pK90FA,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,20:07:14 04.06.25,1749067634
UID_fQ41dE04fP47pK90FA,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,20:07:21 04.06.25,1749067641
UID_fQ41dE04fP47pK90FA,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,20:07:30 04.06.25,1749067650
UID_Cm44VX12kN77eW40XE,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,4,,LLM,no,6,2,SubmitConfidenceForShape,6,-,-,true,false,false,4,-,-,LLM,,,,09:13:09 05.06.25,1749114789
UID_Cm44VX12kN77eW40XE,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,4,,LLM,no,4,3,SubmitConfidenceForShape,3,4,4,true,true,false,4,4,4,LLM,,,,09:14:44 05.06.25,1749114884
UID_Cm44VX12kN77eW40XE,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_5349,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_5349_SubmitRatingBtn,,4,,LLM,yes,7,7,SubmitConfidenceForShape,3,7,7,true,true,false,2,4,4,LLM,,,,09:15:50 05.06.25,1749114950
UID_Cm44VX12kN77eW40XE,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_7108,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_7108_SubmitRatingBtn,,2,,LLM,no,8,6,SubmitConfidenceForShape,8,-,-,true,false,false,2,-,-,LLM,,,,09:16:38 05.06.25,1749114998
UID_Cm44VX12kN77eW40XE,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229_SubmitRatingBtn,,4,,LLM,yes,7,7,SubmitConfidenceForShape,5,7,7,true,true,false,4,4,4,LLM,,,,09:18:14 05.06.25,1749115094
UID_xb17Ox51pV61Cj23td,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,5,,LLM,yes,1,1,SubmitConfidenceForShape,1,-,-,true,false,false,5,-,-,LLM,,,,09:18:21 05.06.25,1749115101
UID_Cm44VX12kN77eW40XE,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,4,1,1,true,true,false,3,4,4,LLM,,,,09:19:34 05.06.25,1749115174
UID_Cm44VX12kN77eW40XE,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,3,,LLM,no,,,,,,,false,false,false,,,,,,,,09:19:48 05.06.25,1749115188
UID_Cm44VX12kN77eW40XE,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,3,,LLM,no,,,,,,,false,false,false,,,,,,,,09:19:54 05.06.25,1749115194
UID_Cm44VX12kN77eW40XE,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,3,,LLM,no,,,,,,,false,false,false,,,,,,,,09:20:00 05.06.25,1749115200
UID_Cm44VX12kN77eW40XE,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,4,,OS,yes,8,8,SubmitConfidenceForShape,8,-,-,true,false,false,4,-,-,OS,,,,09:20:47 05.06.25,1749115247
UID_Cm44VX12kN77eW40XE,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_6999,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_6999_SubmitRatingBtn,,4,,OS,yes,4,4,SubmitConfidenceForShape,6,4,4,true,true,false,4,4,4,OS,,,,09:22:11 05.06.25,1749115331
UID_xb17Ox51pV61Cj23td,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229_SubmitRatingBtn,,5,,LLM,yes,7,7,SubmitConfidenceForShape,3,7,7,true,true,false,4,5,5,LLM,,,,09:23:01 05.06.25,1749115381
UID_Cm44VX12kN77eW40XE,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,4,,OS,no,7,8,SubmitConfidenceForShape,1,7,7,true,true,false,4,4,4,OS,,,,09:23:29 05.06.25,1749115409
UID_mz88Xt41La41zr36kB,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_6999,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_6999_SubmitRatingBtn,,3,,OS,yes,4,4,SubmitConfidenceForShape,3,3,3,false,false,false,3,3,3,OS,,,,09:24:32 05.06.25,1749115472
UID_Cm44VX12kN77eW40XE,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,4,,OS,yes,5,5,SubmitConfidenceForShape,2,5,5,true,true,false,2,4,4,OS,,,,09:24:45 05.06.25,1749115485
UID_pG61Tz63bZ82eQ76jX,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,3,,LLM,no,6,2,SubmitConfidenceForShape,8,7,7,true,true,false,2,2,3,LLM,,,,09:25:06 05.06.25,1749115506
UID_Cm44VX12kN77eW40XE,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_869,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,4,,OS,yes,6,6,SubmitConfidenceForShape,5,6,6,true,true,false,2,4,4,OS,,,,09:25:45 05.06.25,1749115545
UID_Cm44VX12kN77eW40XE,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,09:25:52 05.06.25,1749115552
UID_Cm44VX12kN77eW40XE,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,09:25:55 05.06.25,1749115555
UID_Cm44VX12kN77eW40XE,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,09:25:58 05.06.25,1749115558
UID_xb17Ox51pV61Cj23td,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108_SubmitRatingBtn,,5,,LLM,no,8,6,SubmitConfidenceForShape,6,6,6,false,false,false,5,5,5,LLM,,,,09:26:04 05.06.25,1749115564
UID_BH58Mu27El51En52JH,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,5,,LLM,yes,1,1,SubmitConfidenceForShape,1,-,-,true,false,false,5,-,-,LLM,,,,09:26:35 05.06.25,1749115595
UID_mz88Xt41La41zr36kB,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_869,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,3,,OS,yes,6,6,SubmitConfidenceForShape,4,4,4,false,false,false,3,3,3,OS,,,,09:26:59 05.06.25,1749115619
UID_xb17Ox51pV61Cj23td,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,5,,LLM,no,6,2,SubmitConfidenceForShape,8,8,8,false,false,false,5,5,5,LLM,,,,09:28:42 05.06.25,1749115722
UID_pG61Tz63bZ82eQ76jX,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_4088,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_4088_SubmitRatingBtn,,1,,LLM,yes,6,6,SubmitConfidenceForShape,1,6,6,true,true,false,1,1,1,LLM,,,,09:30:05 05.06.25,1749115805
UID_xb17Ox51pV61Cj23td,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_5349,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_5349_SubmitRatingBtn,,3,,LLM,yes,7,7,SubmitConfidenceForShape,8,7,6,true,true,true,2,3,3,LLM,,,,09:30:36 05.06.25,1749115836
UID_mz88Xt41La41zr36kB,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,3,,OS,yes,2,2,SubmitConfidenceForShape,3,6,2,true,true,true,2,2,3,OS,,,,09:30:41 05.06.25,1749115841
UID_xb17Ox51pV61Cj23td,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,2,,LLM,no,,,,,,,false,false,false,,,,,,,,09:30:46 05.06.25,1749115846
UID_xb17Ox51pV61Cj23td,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,2,,LLM,no,,,,,,,false,false,false,,,,,,,,09:30:51 05.06.25,1749115851
UID_xb17Ox51pV61Cj23td,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,3,,LLM,no,,,,,,,false,false,false,,,,,,,,09:30:57 05.06.25,1749115857
UID_xb17Ox51pV61Cj23td,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_869,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,3,,OS,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,3,-,-,OS,,,,09:32:25 05.06.25,1749115945
UID_Vl48Oi40Lt34vN69pb,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,3,,LLM,no,4,3,SubmitConfidenceForShape,3,4,4,true,true,false,3,3,3,LLM,,,,09:34:04 05.06.25,1749116044
UID_xb17Ox51pV61Cj23td,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429_SubmitRatingBtn,,5,,OS,no,8,7,SubmitConfidenceForShape,5,5,6,false,true,true,4,4,5,OS,,,,09:34:39 05.06.25,1749116079
UID_pG61Tz63bZ82eQ76jX,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108_SubmitRatingBtn,,1,,LLM,no,8,6,SubmitConfidenceForShape,5,8,8,true,true,false,1,1,1,LLM,,,,09:34:56 05.06.25,1749116096
UID_xb17Ox51pV61Cj23td,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,5,,OS,yes,2,2,SubmitConfidenceForShape,6,6,3,false,true,true,5,5,5,OS,,,,09:36:04 05.06.25,1749116164
UID_mz88Xt41La41zr36kB,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,1,-,-,true,false,false,4,-,-,LLM,,,,09:36:10 05.06.25,1749116170
UID_pG61Tz63bZ82eQ76jX,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,3,,LLM,no,4,3,SubmitConfidenceForShape,4,-,-,true,false,false,3,-,-,LLM,,,,09:36:26 05.06.25,1749116186
UID_Vl48Oi40Lt34vN69pb,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088_SubmitRatingBtn,,5,,LLM,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,5,-,-,LLM,,,,09:37:47 05.06.25,1749116267
UID_xb17Ox51pV61Cj23td,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,4,,OS,yes,8,8,SubmitConfidenceForShape,5,5,5,false,false,false,4,4,4,OS,,,,09:37:58 05.06.25,1749116278
UID_xb17Ox51pV61Cj23td,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,4,,OS,yes,5,5,SubmitConfidenceForShape,5,-,-,true,false,false,4,-,-,OS,,,,09:38:57 05.06.25,1749116337
UID_mz88Xt41La41zr36kB,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108_SubmitRatingBtn,,4,,LLM,no,8,6,SubmitConfidenceForShape,1,1,8,false,true,true,3,3,4,LLM,,,,09:39:49 05.06.25,1749116389
UID_pG61Tz63bZ82eQ76jX,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,3,,LLM,yes,1,1,SubmitConfidenceForShape,7,6,1,true,true,true,1,1,3,LLM,,,,09:39:50 05.06.25,1749116390
UID_pG61Tz63bZ82eQ76jX,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,09:40:07 05.06.25,1749116407
UID_pG61Tz63bZ82eQ76jX,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,09:40:15 05.06.25,1749116415
UID_pG61Tz63bZ82eQ76jX,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,09:40:24 05.06.25,1749116424
UID_xb17Ox51pV61Cj23td,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,4,,OS,no,7,8,SubmitConfidenceForShape,2,8,8,true,true,false,4,5,4,OS,,,,09:40:59 05.06.25,1749116459
UID_xb17Ox51pV61Cj23td,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,5,,OS,no,,,,,,,false,false,false,,,,,,,,09:41:15 05.06.25,1749116475
UID_xb17Ox51pV61Cj23td,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,09:41:25 05.06.25,1749116485
UID_BH58Mu27El51En52JH,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108_SubmitRatingBtn,,5,,LLM,no,8,6,SubmitConfidenceForShape,5,6,8,true,true,true,4,5,5,LLM,,,,09:41:29 05.06.25,1749116489
UID_xb17Ox51pV61Cj23td,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,4,,OS,no,,,,,,,false,false,false,,,,,,,,09:41:30 05.06.25,1749116490
UID_mz88Xt41La41zr36kB,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,4,,LLM,no,4,3,SubmitConfidenceForShape,3,3,4,false,true,true,4,3,4,LLM,,,,09:42:45 05.06.25,1749116565
UID_pG61Tz63bZ82eQ76jX,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,2,,OS,no,7,8,SubmitConfidenceForShape,2,7,7,true,true,false,2,2,2,OS,,,,09:42:55 05.06.25,1749116575
UID_pG61Tz63bZ82eQ76jX,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,2,,OS,yes,2,2,SubmitConfidenceForShape,6,2,2,true,true,false,2,2,2,OS,,,,09:44:20 05.06.25,1749116660
UID_pG61Tz63bZ82eQ76jX,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429_SubmitRatingBtn,,1,,OS,no,8,7,SubmitConfidenceForShape,2,8,8,true,true,false,1,1,1,OS,,,,09:45:36 05.06.25,1749116736
UID_mz88Xt41La41zr36kB,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,3,,LLM,yes,1,1,SubmitConfidenceForShape,4,4,1,false,true,true,4,3,3,LLM,,,,09:46:19 05.06.25,1749116779
UID_pG61Tz63bZ82eQ76jX,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,3,,OS,yes,8,8,SubmitConfidenceForShape,8,-,-,true,false,false,3,-,-,OS,,,,09:46:49 05.06.25,1749116809
UID_Vl48Oi40Lt34vN69pb,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229_SubmitRatingBtn,,5,,LLM,yes,7,7,SubmitConfidenceForShape,3,7,7,true,true,false,4,4,5,LLM,,,,09:48:36 05.06.25,1749116916
UID_pG61Tz63bZ82eQ76jX,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_869,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,3,,OS,yes,6,6,SubmitConfidenceForShape,5,6,6,true,true,false,2,2,3,OS,,,,09:48:41 05.06.25,1749116921
UID_pG61Tz63bZ82eQ76jX,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,09:48:52 05.06.25,1749116932
UID_pG61Tz63bZ82eQ76jX,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,09:48:59 05.06.25,1749116939
UID_pG61Tz63bZ82eQ76jX,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,09:49:05 05.06.25,1749116945
UID_mz88Xt41La41zr36kB,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,4,,LLM,no,6,2,SubmitConfidenceForShape,4,6,6,true,true,false,4,4,4,LLM,,,,09:49:27 05.06.25,1749116967
UID_mz88Xt41La41zr36kB,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,09:49:37 05.06.25,1749116977
UID_mz88Xt41La41zr36kB,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,09:49:51 05.06.25,1749116991
UID_mz88Xt41La41zr36kB,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,3,,LLM,no,,,,,,,false,false,false,,,,,,,,09:50:04 05.06.25,1749117004
UID_Za52yB44Cr49Gn15Ta,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108_SubmitRatingBtn,,3,,LLM,no,8,6,SubmitConfidenceForShape,6,8,6,true,false,true,3,3,3,LLM,,,,09:50:53 05.06.25,1749117053
UID_Vl48Oi40Lt34vN69pb,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,5,,LLM,yes,1,1,SubmitConfidenceForShape,1,-,-,true,false,false,5,-,-,LLM,,,,09:51:24 05.06.25,1749117084
